NO,Lon,Lat,lat,Alt,alt,Eco,month,flux,MMT,SWC
2451,107.75,35.25,3,1202,2,Cropland,8,963.5391667,21.98333333,0.09210827
2452,107.75,35.25,3,1202,2,Cropland,9,672.9035714,16.37142857,0.103289283
2453,107.75,35.25,3,1202,2,Cropland,10,547.9692857,11.8,0.071046318
2454,107.75,35.25,3,1202,2,Cropland,11,253.0058333,4.833333333,0.056348478
2455,107.75,35.25,3,1202,2,Cropland,12,221.4941667,-1.383333333,0.054506768
2456,107.75,35.25,3,1202,2,Cropland,1,177.2683333,-3.4,0.050162587
2457,107.75,35.25,3,1202,2,Cropland,2,231.045,2.2,0.056137022
2458,103.75,31.75,3,3343,4,Forest,8,912.77375,14.2,0.04416667
2459,103.75,31.75,3,3343,4,Forest,4,557.08125,6.05,0.057760796
2460,103.75,31.75,3,3343,4,Forest,7,852.494,14.36,0.046323706
2461,103.75,31.75,3,3343,4,Forest,10,474.5,5.875,0.054265532
2462,112.75,23.25,2,5,1,Forest,5,1136.030294,26.24705882,0.188584556
2463,112.75,23.25,2,5,1,Forest,6,1316.349688,27.56875,0.211496237
2464,112.75,23.25,2,5,1,Forest,7,1366.388235,29.04705882,0.185930226
2465,112.75,23.25,2,5,1,Forest,8,1321.543333,29.08888889,0.191730414
2466,112.75,23.25,2,5,1,Forest,9,1182.299412,27.94117647,0.147584051
2467,112.75,23.25,2,5,1,Forest,10,893.9863889,24.03888889,0.087703622
2468,112.75,23.25,2,5,1,Forest,11,739.6319444,19.81666667,0.108091545
2469,112.75,23.25,2,5,1,Forest,12,574.3959375,15.0625,0.088275191
2470,112.75,23.25,2,5,1,Forest,1,531.9338235,12.82941176,0.103964085
2471,112.75,23.25,2,5,1,Forest,2,638.65875,15.4875,0.11974257
2472,112.75,23.25,2,5,1,Forest,3,776.4234375,17.6,0.145202607
2473,112.75,23.25,2,5,1,Forest,4,981.0956667,22.14666667,0.188119106
2474,112.25,23.25,2,290,1,Forest,10,720.3275,24,0.217765801
2475,112.25,23.25,2,290,1,Forest,11,448.95,20.4,0.27009203
2476,112.25,23.25,2,290,1,Forest,12,288.1675,13.4,0.199672448
2477,112.25,23.25,2,290,1,Forest,1,285.065,13.9,0.129339128
2478,112.25,23.25,2,290,1,Forest,2,278.3125,15.4,0.096833126
2479,112.25,23.25,2,290,1,Forest,3,455.885,16.4,0.101090903
2480,112.25,23.25,2,290,1,Forest,4,761.2075,22.2,0.139470481
2481,112.25,23.25,2,290,1,Forest,5,864.32,24,0.148901964
2482,112.25,23.25,2,290,1,Forest,6,786.7575,26.3,0.094538024
2483,112.25,23.25,2,290,1,Forest,7,871.985,27.8,0.209779822
2484,112.25,23.25,2,290,1,Forest,8,935.3125,27.5,0.224438051
2485,112.25,23.25,2,290,1,Forest,9,869.43,25.4,0.28742185
2486,114.75,27.75,2,66,1,Forest,3,1072.82625,12.325,0.14957171
2487,114.75,27.75,2,66,1,Forest,4,1118.1775,19.775,0.252823368
2488,114.75,27.75,2,66,1,Forest,5,1257.79,23.025,0.261253336
2489,114.75,27.75,2,66,1,Forest,6,1442.2975,26.325,0.26897798
2490,114.75,27.75,2,66,1,Forest,7,1517.76125,29.65,0.23427999
2491,114.75,27.75,2,66,1,Forest,8,1517.1225,28.9,0.115851292
2492,114.75,27.75,2,66,1,Forest,9,1349.405,24.35,0.111055323
2493,114.75,27.75,2,66,1,Forest,10,1094.17875,21.05,0.116666678
2494,114.75,27.75,2,66,1,Forest,11,711.9325,14.5,0.131181226
2495,114.75,27.75,2,66,1,Forest,12,464.28,7.6,0.090305643
2496,114.75,27.75,2,66,1,Forest,1,367.19,5.3,0.104527608
2497,114.75,27.75,2,66,1,Forest,2,689.85,11.7,0.096415676
2498,91.25,30.75,3,4926,4,Grassland,7,754.82,10.4,0.324850053
2499,91.25,30.75,3,4926,4,Grassland,8,369.745,10,0.148757875
2500,91.25,30.75,3,4926,4,Grassland,9,420.845,6.5,0.284662366
2501,101.25,37.75,3,3320,4,Grassland,1,196.005,-16.9,0.046294298
2502,101.25,37.75,3,3320,4,Grassland,2,259.2108333,-10.96666667,0.050315116
2503,101.25,37.75,3,3320,4,Grassland,3,348.721,-7.44,0.05895847
2504,101.25,37.75,3,3320,4,Grassland,4,520.417,0.66,0.081185237
2505,101.25,37.75,3,3320,4,Grassland,5,650.9166667,4.316666667,0.08669152
2506,101.25,37.75,3,3320,4,Grassland,6,1002.411667,8.366666667,0.101689372
2507,101.25,37.75,3,3320,4,Grassland,7,1453.369167,9.933333333,0.125501234
2508,101.25,37.75,3,3320,4,Grassland,8,1382.680833,8.833333333,0.131415758
2509,101.25,37.75,3,3320,4,Grassland,9,1045.664167,5.05,0.113818553
2510,101.25,37.75,3,3320,4,Grassland,10,556.3816667,-1.233333333,0.077769813
2511,101.25,37.75,3,3320,4,Grassland,11,247.0441667,-8.316666667,0.053266102
2512,101.25,37.75,3,3320,4,Grassland,12,239.7441667,-14.55,0.045259651
2513,121.75,50.75,5,839,1,Forest,1,57.67,-28,0.026766954
2514,121.75,50.75,5,839,1,Forest,2,76.285,-23.63333333,0.025996856
2515,121.75,50.75,5,839,1,Forest,3,131.2783333,-12.46666667,0.034218073
2516,121.75,50.75,5,839,1,Forest,4,222.5283333,-0.233333333,0.054114182
2517,121.75,50.75,5,839,1,Forest,5,469.025,6.5,0.075383859
2518,121.75,50.75,5,839,1,Forest,6,1034.045,14.43333333,0.223666615
2519,121.75,50.75,5,839,1,Forest,7,1383.593333,16.53333333,0.288659903
2520,121.75,50.75,5,839,1,Forest,8,1156.198333,13.56666667,0.277749866
2521,121.75,50.75,5,839,1,Forest,9,780.1266667,7.566666667,0.09995954
2522,121.75,50.75,5,839,1,Forest,10,285.6733333,-1.033333333,0.053881732
2523,121.75,50.75,5,839,1,Forest,11,155.3683333,-16.43333333,0.03727223
2524,121.75,50.75,5,839,1,Forest,12,86.01833333,-26.7,0.028537933
2525,116.75,28.25,2,54,1,Cropland,7,1063.731667,31.63333333,0.331991835
2526,116.75,28.25,2,54,1,Cropland,8,879.8325,31,0.255283744
2527,116.75,28.25,2,54,1,Cropland,9,666.6725,27.7,0.220392866
2528,116.75,28.25,2,54,1,Cropland,10,527.9725,22.3,0.203606232
2529,116.75,28.25,2,54,1,Cropland,11,170.6375,15.6,0.168246882
2530,116.75,28.25,2,54,1,Cropland,12,81.395,9.4,0.157739219
2531,116.75,28.25,2,54,1,Cropland,1,65.335,6.8,0.170481113
2532,116.75,28.25,2,54,1,Cropland,2,154.395,7.2,0.212321992
2533,116.75,28.25,2,54,1,Cropland,3,281.415,13.7,0.284435019
2534,116.75,28.25,2,54,1,Cropland,4,585.825,18.1,0.305396428
2535,116.75,28.25,2,54,1,Cropland,5,780.5525,24.8,0.378509036
2536,116.75,28.25,2,54,1,Cropland,6,975.0975,26.8,0.43364058
2537,114.25,37.25,3,400,1,Cropland,6,611.6183333,24.33333333,0.077703024
2538,114.25,37.25,3,400,1,Cropland,7,1042.2575,26.2,0.179886511
2539,114.25,37.25,3,400,1,Cropland,8,1296.48,24.9,0.201346146
2540,114.25,37.25,3,400,1,Cropland,9,1249.76,20.4,0.127784999
2541,114.25,37.25,3,400,1,Cropland,10,330.1425,13.4,0.068731596
2542,114.25,37.25,3,400,1,Cropland,11,139.795,4.8,0.062854317
2543,114.25,37.25,3,400,1,Cropland,12,73,-2.4,0.05645202
2544,114.25,37.25,3,400,1,Cropland,1,24.82,-2.5,0.063924581
2545,114.25,37.25,3,400,1,Cropland,2,109.135,1.9,0.066430442
2546,114.25,37.25,3,400,1,Cropland,3,145.27,6.8,0.054565769
2547,114.25,37.25,3,400,1,Cropland,4,211.335,14.1,0.056203038
2548,114.25,37.25,3,400,1,Cropland,5,320.105,20.7,0.058295978
2549,119.25,26.25,2,428,1,Forest,12,669.775,10,0.273217311
2550,119.25,26.25,2,428,1,Forest,1,533.4475,8.25,0.227364728
2551,119.25,26.25,2,428,1,Forest,2,565.75,11.2,0.170351927
2552,119.25,26.25,2,428,1,Forest,3,741.315,11.35,0.229607312
2553,119.25,26.25,2,428,1,Forest,4,1060.1425,14.5,0.295148707
2554,119.25,26.25,2,428,1,Forest,5,1151.3925,19.55,0.233437132
2555,119.25,26.25,2,428,1,Forest,6,1340.0975,22.45,0.285500559
2556,119.25,26.25,2,428,1,Forest,7,1613.3,26.5,0.224416916
2557,119.25,26.25,2,428,1,Forest,8,1782.4775,26.55,0.259122793
2558,119.25,26.25,2,428,1,Forest,9,1593.955,25,0.29674459
2559,119.25,26.25,2,428,1,Forest,10,930.02,20,0.255903659
2560,119.25,26.25,2,428,1,Forest,11,721.97,14.1,0.295842926
2561,109.75,36.25,3,1229,2,Forest,1,203.4266667,-6.366666667,0.050540926
2562,109.75,36.25,3,1229,2,Forest,4,501.51,11.05,0.054303352
2563,109.75,36.25,3,1229,2,Forest,5,1312.54,16.5,0.053616626
2564,109.75,36.25,3,1229,2,Forest,6,993.165,21.36666667,0.041848996
2565,109.75,36.25,3,1229,2,Forest,7,1511.951667,23,0.068150336
2566,109.75,36.25,3,1229,2,Forest,8,1800.545,21,0.072833341
2567,109.75,36.25,3,1229,2,Forest,9,1432.26,16.56666667,0.074555916
2568,109.75,36.25,3,1229,2,Forest,10,927.465,10,0.053973845
2569,109.75,36.25,3,1229,2,Forest,11,422.67,4.066666667,0.054314672
2570,109.75,36.25,3,1229,2,Forest,12,277.4,-3.333333333,0.051317396
2571,117.75,36.75,3,323,1,Cropland,10,379.235,12.7,0.096430086
2572,117.75,36.75,3,323,1,Cropland,11,303.68,5.5,0.09637174
2573,117.75,36.75,3,323,1,Cropland,3,389.82,7.1,0.059787862
2574,117.75,36.75,3,323,1,Cropland,4,823.075,15.4,0.089877121
2575,117.75,36.75,3,323,1,Cropland,5,886.95,19.9,0.101310162
2576,117.75,36.75,3,323,1,Cropland,6,808.475,23.6,0.105716534
2577,117.75,36.75,3,323,1,Cropland,7,1128.58,26,0.197739497
2578,117.75,36.75,3,323,1,Cropland,8,1066.895,23.4,0.134418601
2579,117.75,36.75,3,323,1,Cropland,9,641.67,20.7,0.100923046
2580,111.75,23.25,2,61,1,Forest,1,636.925,12.6,0.117683872
2581,111.75,23.25,2,61,1,Forest,2,879.65,14.05,0.05819895
2582,111.75,23.25,2,61,1,Forest,3,820.52,16.95,0.082597403
2583,111.75,23.25,2,61,1,Forest,4,835.12,20.45,0.112419563
2584,111.75,23.25,2,61,1,Forest,5,989.88,26.1,0.12193981
2585,111.75,23.25,2,61,1,Forest,6,1241,26.3,0.111479861
2586,111.75,23.25,2,61,1,Forest,7,1434.45,28.95,0.111821042
2587,111.75,23.25,2,61,1,Forest,8,1470.585,28.2,0.179578118
2588,111.75,23.25,2,61,1,Forest,9,1401.6,27.3,0.201780838
2589,111.75,23.25,2,61,1,Forest,10,974.55,23.55,0.169601051
2590,111.75,23.25,2,61,1,Forest,11,852.64,19.8,0.15392076
2591,111.75,23.25,2,61,1,Forest,12,678.17,13.95,0.131714307
2592,115.75,41.75,4,1396,2,Cropland,9,2436.74,11.85,0.162937641
2593,115.75,41.75,4,1396,2,Cropland,10,346.02,5.2,0.097803891
2594,115.75,41.75,4,1396,2,Cropland,11,127.385,-7.2,0.048989106
2595,115.75,41.75,4,1396,2,Cropland,12,127.385,-16.6,0.04042656
2596,115.75,41.75,4,1396,2,Cropland,1,54.75,-15.8,0.033868033
2597,115.75,41.75,4,1396,2,Cropland,2,127.75,-12.4,0.033620827
2598,115.75,41.75,4,1396,2,Cropland,3,321.565,-2.5,0.166840494
2599,115.75,41.75,4,1396,2,Cropland,4,345.655,3.5,0.111335576
2600,115.75,41.75,4,1396,2,Cropland,5,1849.82,14.6,0.078879118
2601,115.75,41.75,4,1396,2,Cropland,6,3619.34,17.1,0.127390951
2602,115.75,41.75,4,1396,2,Cropland,7,4174.87,20.3,0.204252332
2603,115.75,41.75,4,1396,2,Cropland,8,4088.73,19.2,0.209591419
2604,119.75,32.25,3,3,1,Forest,7,1159.97,30.8,0.243700448
2605,119.75,32.25,3,3,1,Forest,9,1020.54,24.1,0.172691358
2606,119.75,32.25,3,3,1,Forest,11,737.3,12,0.096897736
2607,119.75,32.25,3,3,1,Forest,1,89.06,5.7,0.081815489
2608,119.75,32.25,3,3,1,Forest,3,267.91,12.5,0.106468683
2609,119.75,32.25,3,3,1,Forest,5,552.61,19.9,0.107529005
2610,119.75,32.25,3,3,1,Forest,6,666.855,26.5,0.210975281
2611,118.75,24.75,2,12,1,Forest,5,1207.785,21.7,NaN
2612,118.75,24.75,2,12,1,Forest,6,1780.835,25.7,NaN
2613,118.75,24.75,2,12,1,Forest,7,1653.45,27.9,NaN
2614,118.75,24.75,2,12,1,Forest,8,1554.535,28,NaN
2615,118.75,24.75,2,12,1,Forest,9,1414.74,26,NaN
2616,118.75,24.75,2,12,1,Forest,10,1127.485,24.5,NaN
2617,118.75,24.75,2,12,1,Forest,11,881.475,20.5,NaN
2618,118.75,24.75,2,12,1,Forest,12,866.145,15.3,NaN
2619,118.75,24.75,2,12,1,Forest,1,843.88,12.5,NaN
2620,118.75,24.75,2,12,1,Forest,2,935.13,14.2,NaN
2621,118.75,24.75,2,12,1,Forest,3,985.5,14.6,NaN
2622,118.75,24.75,2,12,1,Forest,4,1051.93,16.7,NaN
2623,115.25,36.75,3,39,1,Cropland,10,510.0875,16.05,0.078000768
2624,115.25,36.75,3,39,1,Cropland,11,578.525,7.7,0.09747041
2625,115.25,36.75,3,39,1,Cropland,12,455.155,0.4,0.067297705
2626,115.25,36.75,3,39,1,Cropland,1,205.13,-2.6,0.061740073
2627,115.25,36.75,3,39,1,Cropland,2,489.465,-1.5,0.084812746
2628,115.25,36.75,3,39,1,Cropland,3,751.17,7.2,0.069501226
2629,115.25,36.75,3,39,1,Cropland,4,943.89,17.2,0.055259747
2630,115.25,36.75,3,39,1,Cropland,5,924.18,21.9,0.056601819
2631,115.25,36.75,3,39,1,Cropland,6,1338.09,28.9,0.069032761
2632,115.25,36.75,3,39,1,Cropland,7,930.02,29.1,0.097363554
2633,115.25,36.75,3,39,1,Cropland,8,1187.71,26.3,0.048357541
2634,115.25,36.75,3,39,1,Cropland,9,986.23,23.2,0.080086741
2635,116.25,37.25,3,26,1,Cropland,8,919.8,26.7,0.079474901
2636,116.25,37.25,3,26,1,Cropland,9,721.605,23.05,0.103812931
2637,116.25,37.25,3,26,1,Cropland,10,875.27,16.2,0.085311598
2638,116.25,37.25,3,26,1,Cropland,11,189.8,5.2,0.071623888
2639,116.25,37.25,3,26,1,Cropland,12,116.435,1.5,0.057777663
2640,116.25,37.25,3,26,1,Cropland,2,110.96,2.7,0.067149099
2641,116.25,37.25,3,26,1,Cropland,3,240.17,7.7,0.068710275
2642,116.25,37.25,3,26,1,Cropland,4,473.04,17.8,0.065519424
2643,116.25,37.25,3,26,1,Cropland,5,668.315,23.6,0.062962898
2644,116.25,37.25,3,26,1,Cropland,6,733.285,27.7,0.084767732
2645,116.25,37.25,3,26,1,Cropland,7,1161.795,30.4,0.127952341
2646,109.75,26.75,2,421,1,Forest,1,123.5525,5.45,0.062044119
2647,109.75,26.75,2,421,1,Forest,2,192.1725,7.05,0.065902607
2648,109.75,26.75,2,421,1,Forest,3,266.2675,11.25,0.069105377
2649,109.75,26.75,2,421,1,Forest,4,453.8775,17.65,0.12002614
2650,109.75,26.75,2,421,1,Forest,5,592.9425,21.45,0.145569243
2651,109.75,26.75,2,421,1,Forest,6,706.8225,24.5,0.1455568
2652,109.75,26.75,2,421,1,Forest,7,895.71,27.25,0.07374029
2653,109.75,26.75,2,421,1,Forest,8,757.01,25.95,0.05959591
2654,109.75,26.75,2,421,1,Forest,9,491.29,22.45,0.085308032
2655,109.75,26.75,2,421,1,Forest,10,379.0525,18.75,0.094177053
2656,109.75,26.75,2,421,1,Forest,11,250.755,13.1,0.09118093
2657,109.75,26.75,2,421,1,Forest,12,129.94,6.85,0.06291294
2658,112.75,22.75,2,52,1,Forest,5,1395.499286,25.78571429,0.482625064
2659,112.75,22.75,2,52,1,Forest,9,1306.1525,27.35,0.476433358
2660,112.75,22.75,2,52,1,Forest,11,904.543,19.88,0.489786041
2661,112.75,22.75,2,52,1,Forest,1,507.642,12.84,0.399785295
2662,112.75,22.75,2,52,1,Forest,3,837.821,17.76,0.285690688
2663,112.75,22.75,2,52,1,Forest,4,932.356,21.46,0.434558026
2664,112.75,22.75,2,52,1,Forest,6,1402.695,27.44,0.474343063
2665,112.75,22.75,2,52,1,Forest,7,1607.825,28.44,0.540855
2666,112.75,22.75,2,52,1,Forest,8,1724.625,28.6,0.538869293
2667,112.75,22.75,2,52,1,Forest,10,1319.6575,24.325,0.488495675
2668,112.75,22.75,2,52,1,Forest,12,847.0433333,15.4,0.444568665
2669,112.75,22.75,2,52,1,Forest,2,910.9183333,15.93333333,0.326177535
2670,120.25,49.25,4,733,1,Grassland,6,1387.486667,18.06666667,0.141807354
2671,120.25,49.25,4,733,1,Grassland,7,1797.746667,19.53333333,0.163895426
2672,120.25,49.25,4,733,1,Grassland,8,1291.856667,17.4,0.178623461
2673,120.25,49.25,4,733,1,Grassland,9,583.27,9.466666667,0.128326858
2674,120.25,49.25,4,733,1,Grassland,10,155.7333333,0.833333333,0.072189169
2675,120.25,49.25,4,733,1,Grassland,11,86.14,-15.2,0.040089016
2676,120.25,49.25,4,733,1,Grassland,12,34.675,-24.8,0.028034529
2677,120.25,49.25,4,733,1,Grassland,1,34.31,-27.2,0.022804687
2678,120.25,49.25,4,733,1,Grassland,2,33.945,-25,0.019569969
2679,120.25,49.25,4,733,1,Grassland,4,219.73,-3.1,0.130514828
2680,120.25,49.25,4,733,1,Grassland,5,953.38,11.9,0.132462347
2681,114.25,30.25,3,27,1,Cropland,7,787.378,29.54,0.407734442
2682,114.25,30.25,3,27,1,Cropland,8,680.068,27.74,0.440239845
2683,114.25,30.25,3,27,1,Cropland,9,443.84,24.56,0.431699849
2684,114.25,30.25,3,27,1,Cropland,10,358.70375,18.5,0.334345111
2685,114.25,30.25,3,27,1,Cropland,11,280.904,13.98,0.315363213
2686,114.25,30.25,3,27,1,Cropland,12,156.147,6.5,0.233541953
2687,114.25,30.25,3,27,1,Cropland,1,69.80625,3.925,0.236854611
2688,114.25,30.25,3,27,1,Cropland,2,130.4266667,3.9,0.330614406
2689,114.25,30.25,3,27,1,Cropland,3,184.05125,11.5,0.302107482
2690,114.25,30.25,3,27,1,Cropland,4,303.22375,19.05,0.316716115
2691,114.25,30.25,3,27,1,Cropland,5,516.3533333,23.23333333,0.36639935
2692,114.25,30.25,3,27,1,Cropland,6,518.5433333,27.93333333,0.386220627
2693,116.25,44.75,4,921,1,Grassland,6,389.455,19.55,0.107632122
2694,116.25,44.75,4,921,1,Grassland,7,1004.845,21.55,0.132935639
2695,116.25,44.75,4,921,1,Grassland,8,1028.0225,21.4,0.114315705
2696,116.25,44.75,4,921,1,Grassland,9,267.18,12.4,0.103005477
2697,121.25,41.25,4,45,1,Cropland,10,305.6875,13,0.105012787
2698,121.25,41.25,4,45,1,Cropland,11,191.8683333,3.433333333,0.096945393
2699,121.25,41.25,4,45,1,Cropland,12,220.46,-5.966666667,0.062711855
2700,121.25,41.25,4,45,1,Cropland,1,208.9016667,-7.333333333,0.056001049
2701,121.25,41.25,4,45,1,Cropland,2,212.9166667,-4,0.062331037
2702,121.25,41.25,4,45,1,Cropland,3,203.4266667,2.966666667,0.079044429
2703,121.25,41.25,4,45,1,Cropland,4,246.375,11.63333333,0.094432057
2704,121.25,41.25,4,45,1,Cropland,5,286.16,19.5,0.100627818
2705,134.25,47.75,4,52,1,Cropland,4,493.845,4.9,0.141195829
2706,134.25,47.75,4,52,1,Cropland,5,912.865,13.8,0.20295378
2707,134.25,47.75,4,52,1,Cropland,6,1027.11,19.9,0.242818788
2708,134.25,47.75,4,52,1,Cropland,7,1162.16,21.2,0.205940008
2709,119.75,32.75,3,2,1,Cropland,11,285.43,12.25,0.205488193
2710,119.75,32.75,3,2,1,Cropland,12,217.905,5.85,0.202716896
2711,119.75,32.75,3,2,1,Cropland,1,204.2175,2.75,0.17994406
2712,119.75,32.75,3,2,1,Cropland,2,363.7225,5.6,0.18310503
2713,119.75,32.75,3,2,1,Cropland,3,800.08,10.9,0.229370803
2714,119.75,32.75,3,2,1,Cropland,4,979.8425,14.8,0.220589923
2715,119.75,32.75,3,2,1,Cropland,5,1058.135,22.15,0.204764354
2716,119.75,32.75,3,2,1,Cropland,6,866.51,23.3,0.407194916
2717,116.25,40.25,4,127,1,Forest,5,707.005,21.2,0.053730709
2718,116.25,40.25,4,127,1,Forest,6,824.9,24.3,0.122298756
2719,116.25,40.25,4,127,1,Forest,7,1296.115,28.1,0.102127648
2720,116.25,40.25,4,127,1,Forest,8,1403.06,26.4,0.049117092
2721,116.25,40.25,4,127,1,Forest,9,960.315,21.9,0.058206682
2722,116.25,40.25,4,127,1,Forest,10,428.875,15.1,0.05448867
2723,116.25,40.25,4,127,1,Forest,11,152.935,6.3,0.04465152
2724,116.25,40.25,4,127,1,Forest,12,74.095,-1.3,0.037591315
2725,119.25,31.75,3,31,1,Forest,10,546.77,17.6,0.401766464
2726,119.25,31.75,3,31,1,Forest,11,409.895,12.4,0.26166229
2727,119.25,31.75,3,31,1,Forest,12,333.4275,5.8,0.197964052
2728,119.25,31.75,3,31,1,Forest,1,171.55,2.6,0.181294298
2729,119.25,31.75,3,31,1,Forest,2,283.605,5.35,0.220896059
2730,119.25,31.75,3,31,1,Forest,3,378.6875,9.3,0.305681036
2731,119.25,31.75,3,31,1,Forest,4,536.185,17.25,0.36703227
2732,119.25,31.75,3,31,1,Forest,5,574.51,21.1,0.390747894
2733,119.25,31.75,3,31,1,Forest,6,683.0975,26.55,0.395805095
2734,119.25,31.75,3,31,1,Forest,7,1052.1125,29.45,0.430515125
2735,119.25,31.75,3,31,1,Forest,8,934.2175,27.9,0.436860314
2736,119.25,31.75,3,31,1,Forest,9,715.5825,24.35,0.422614054
2737,112.25,35.25,3,714,1,Forest,1,258.785,-3.5,0.064621594
2738,112.25,35.25,3,714,1,Forest,2,324.85,-0.7,0.065642774
2739,112.25,35.25,3,714,1,Forest,3,346.75,7.1,0.065112787
2740,112.25,35.25,3,714,1,Forest,4,456.98,13,0.082331666
2741,112.25,35.25,3,714,1,Forest,5,809.57,17.3,0.145549985
2742,112.25,35.25,3,714,1,Forest,6,1756.745,22.9,0.114243298
2743,112.25,35.25,3,714,1,Forest,7,2373.96,23.3,0.157772416
2744,112.25,35.25,3,714,1,Forest,8,2109.7,22,0.137404405
2745,112.25,35.25,3,714,1,Forest,9,1184.425,16.6,0.201538492
2746,112.25,35.25,3,714,1,Forest,10,743.14,13.8,0.103106249
2747,112.25,35.25,3,714,1,Forest,11,478.88,5.7,0.070405902
2748,112.25,35.25,3,714,1,Forest,12,280.685,-1.6,0.061380863
2749,118.75,29.75,2,379,1,Forest,4,471.215,16.6,0.235541979
2750,118.75,29.75,2,379,1,Forest,5,1141.72,22.4,0.286665881
2751,118.75,29.75,2,379,1,Forest,6,2503.17,24,0.334933948
2752,118.75,29.75,2,379,1,Forest,7,2880.945,28.5,0.310452641
2753,118.75,29.75,2,379,1,Forest,8,2568.14,27.2,0.29575245
2754,118.75,29.75,2,379,1,Forest,9,2128.68,24.7,0.314465623
2755,118.75,29.75,2,379,1,Forest,10,1389.555,19.7,0.339874998
2756,114.75,37.75,3,45,1,Cropland,8,666.125,25.94,0.078654651
2757,114.75,37.75,3,45,1,Cropland,9,470.7283333,21.35,0.078048215
2758,114.75,37.75,3,45,1,Cropland,10,390.185,15.94,0.065719798
2759,114.75,37.75,3,45,1,Cropland,11,328.5,5.86,0.064640788
2760,114.75,37.75,3,45,1,Cropland,12,187.756,-0.04,0.054065564
2761,114.75,37.75,3,45,1,Cropland,1,165.4666667,-2.766666667,0.052761232
2762,114.75,37.75,3,45,1,Cropland,3,268.36625,7.9,0.084226922
2763,114.75,37.75,3,45,1,Cropland,4,517.0225,14.625,0.062567392
2764,114.75,37.75,3,45,1,Cropland,5,560.129,22.12,0.063312183
2765,114.75,37.75,3,45,1,Cropland,6,833.9033333,26.86666667,0.088588129
2766,114.75,37.75,3,45,1,Cropland,7,814.242,28.02,0.095309818
2767,114.75,37.75,3,45,1,Cropland,2,230.68,1.75,0.073470745
2768,103.25,29.75,2,544,1,Forest,2,244.915,9.8,0.08491217
2769,103.25,29.75,2,544,1,Forest,3,320.47,12.7,0.098478501
2770,103.25,29.75,2,544,1,Forest,4,424.13,15.3,0.144839512
2771,103.25,29.75,2,544,1,Forest,5,482.53,19.6,0.394231705
2772,103.25,29.75,2,544,1,Forest,6,776.355,21.2,0.370074372
2773,103.25,29.75,2,544,1,Forest,7,728.175,25.3,0.198497263
2774,103.25,29.75,2,544,1,Forest,8,535.455,24,0.138801801
2775,103.25,29.75,2,544,1,Forest,9,574.145,21.8,0.116912669
2776,103.25,29.75,2,544,1,Forest,10,416.465,16.5,0.098767182
2777,103.25,29.75,2,544,1,Forest,11,271.56,12.4,0.105517133
2778,103.25,29.75,2,544,1,Forest,12,275.21,8.6,0.08102078
2779,103.25,29.75,2,544,1,Forest,1,91.25,2.2,0.056086352
2780,91.25,29.75,2,5176,4,Cropland,1,68.62,-3.85,0.053029501
2781,91.25,29.75,2,5176,4,Cropland,2,127.5675,-1,0.053740659
2782,91.25,29.75,2,5176,4,Cropland,3,217.54,0.45,0.055519798
2783,91.25,29.75,2,5176,4,Cropland,4,178.12,5,0.057722134
2784,91.25,29.75,2,5176,4,Cropland,5,770.6975,8.2,0.069273496
2785,91.25,29.75,2,5176,4,Cropland,6,1026.9275,11.6,0.085710455
2786,91.25,29.75,2,5176,4,Cropland,7,680.9075,11.2,0.129377044
2787,91.25,29.75,2,5176,4,Cropland,8,775.4425,10.45,0.125417264
2788,91.25,29.75,2,5176,4,Cropland,9,669.045,9.4,0.105601576
2789,91.25,29.75,2,5176,4,Cropland,10,623.42,5.1,0.067927766
2790,91.25,29.75,2,5176,4,Cropland,11,147.825,0.4,0.055242948
2791,91.25,29.75,2,5176,4,Cropland,12,96.36,-4.4,0.051499647
